"code","dispositif","libelle","modalite","public_cible","contenu","objectifs","periode","theme_code","theme_origine","duree"
"50202","21A0200009","Agrégation interne en Espagnol","L","A0","Une réunion d'accueil aura lieu durant le mois de juin 2020. Les cours débuteront en septembre 2020. 
Les cours auront lieu le mardi  à l'INSPE d&#8217;Amiens (La Citadelle)  
Il y aura en tout 20 semaines de préparation: 12 semaines de septembre à décembre 2020 et 8 semaines de janvier à avril 2021. 
Les séances de préparation à l&#8217;agrégation  sont organisées dans le cadre des cours  (du master MEEF (Métiers de l'Enseignement, de l'Education et de la Formation), parcours agrégation interne.Les candidats qui le souhaitent pourront, en plus des 20 journées de formation au PAF,  suivre l&#8217;intégralité de la formation et valider le master. 
Double inscription au PAF et à l'INSPE. Les frais d'inscriptions sont pris en charge par le candidat (243€) et peuvent être couverts par le CPF","Jacqueline Timmerman (jacqueline.timmerman@ac-amiens.fr ) 
Préparer le concours de l'Agrégation interne d&#8217;Espagnol session 2021.  
Contenu 
Préparation aux questions du programme officiel du concours et aux quatre épreuves - admissibilité et admission- : traduction (thème et version et explication des choix de traduction), composition, préparation à l&#8217;entretien professionnel et analyse d&#8217;un document extrait du programme .  
ORAUX BLANCS : Pour les candidats admissibles, l&#8217;INSPE organise des oraux blancs pour une meilleure appréhension de l&#8217;oral par les collègues chargés des cours (membres du jury de l&#8217;agrégation interne et/ou externe,) 
ENT : Page numérique INSPE pour approfondissement en complément des cours sur l&#8217;épreuve professionnelle.  
Accès à la bibliothèque de l&#8217;UPJV avec possibilité d&#8217;emprunt d&#8217;ouvrages. Documents (notamment sujets et corrigés).","FLA","ESP","020","120"
"50203","21A0200010","Agrégation HG : Introduction à la Formation","L","A0","Accueil et information.","Connaître les épreuves du concours et la 
préparation académique.","N-1","HIG","020","6"
"50204","21A0200010","Agrégation interne en Histoire géographie","L","A0","Organisation et calendrier: Réunion d'accueil en juin 2021. La rentrée aura lieu au début du mois de septembre 2021. Les cours auront lieu le mercredi à la Citadelle, le matin de 9h à 12h et l'après-midi de 14h à 17h (20 semaines de formation : 13 semaines de septembre à décembre 2019, et 7 semaines de février à mars 2020). Les séances de préparation à l'agrégation sont organisées dans le cadre des cours du Master 2ème année MEEF (Métiers de l'Enseignement, de l'Éducation et de la Formation).Les candidats qui le souhaitent pourront, en plus des 20 journées de formation au PAF,  suivre l'intégralité de la formation et valider le master. Double inscription au PAF et à l'ESPE. Les frais d'inscriptions sont pris en charge par le candidat (250) et peuvent être couverts par le CPF","Responsable : Jérôme Buridant (jerome.buridant@u-picardie.fr) Objectif: Préparer le concours de l'Agrégation interne d'histoire-géographie 2020. Contenu:  Préparation aux quatre questions (2 en histoire, 2 en géographie) au programme des épreuves écrites d'admissibilité ; préparation méthodologique et didactique aux épreuves écrites et aux épreuves orales d'admission  Accès à la bibliothèque de l'UPJV et à la bibliothèque de section avec possibilité d'emprunt d'ouvrages. Documents (cours, sujets de concours et corrigés, résumés d'ouvrages critiques) disponibles en ligne.","FLA","HIG","020","120"
"50205","21A0200010","Agrégation interne Histoire Géographie : Oral","S","A0","Préparation aux épreuves orales","Idem","Mai","HIG","020","6"
"50206","21A0200011","Agrégation de lettres : Introduction à la Formation","L","A0","Connaître les épreuves du concours et la 
préparation académique.","Préparer aux épreuves du concours. Connaître les  
épreuves. Préparer devoirs et œuvres.","N-1","LET","020","6"
"50207","21A0200011","Agrégation interne Lettres Modernes et Classiques","L","A0","Organisation et calendrier: 
Réunion d'accueil en juin 2021 (date à fixer ultérieurement). 
Les cours auront lieu le mercredi à la Citadelle, le matin de 9h à 12h et l'après-midi de 14h à 17h (20 semaines de formation : 13 semaines de septembre à décembre 2021, et 7 semaines de février à mars 2022). 
Accès à la bibliothèque  avec possibilité d&#8217;emprunt d&#8217;ouvrages. 
Tous les cours, ainsi que des sujets de concours, des corrigés et des résumés d&#8217;ouvrages critiques sont disponibles en ligne
Les candidats qui le souhaitent pourront, en plus des 20 journées de formation au PAF,  suivre l&#8217;intégralité de la formation et valider le master. 
Double inscription au PAF et à l'ESPE. Les frais d'inscriptions sont pris en charge par le candidat (250€) et peuvent être couverts par le CPF","Objectif: Préparer le concours de l&#8217;agrégation interne de Lettres modernes ou de Lettres classiques 
Responsables : Christian Michel (chmichel@free.fr), Patrick Haluska (patrick.haluska@u-picardie.fr) 
 
Contenu:  
Préparation des épreuves écrites et orales : modules de didactique ; de littérature française (Moyen Âge, 16ème, 17ème, 18ème, 19ème, 20ème siècles) ; de littérature comparée ; de grammaire et stylistique ; de versions grecque ou latine ; de littératures antiques. 
La préparation comprend des cours sur le programme commun aux agrégations de lettres modernes et de lettres classiques et
 se subdivise en 2 options : lettres modernes et lettres classiques. Ainsi les candidats à l'agrégation de lettres (classiques ou modernes) peuvent suivre une préparation complète.","FLA","LET","020","120"
"50208","21A0200012","Agrégation de mathématiques : Introduction à la Formation","L","A0","Premier contact, informations et organisation de  
la formation.","Connaître les épreuves du concours et la 
préparation académique.","N-1","MAT","020","6"
"50209","21A0200012","Agrégation interne de Mathématiques","L","A0","La pré-rentrée aura lieu le 7 juillet 2021 de 11h à 16h en salle M104, il s'agit d&#8217;une réunion d'information sur la préparation et le concours suivie d&#8217;une séance de remise à niveau.
Les séances de préparation à l'agrégation sont organisées dans le cadre des cours du master 2e année MEEF-Métiers de l'Enseignement, de l'Education et de la Formation. Les candidats qui le souhaitent pourront, en dehors du PAF, suivre l'intégralité de la formation et valider le master. 
Pas de prise en charge par le rectorat des frais d&#8217;inscription à l&#8217;université (en 2021/2022 : 243€)  mais ces frais  peuvent être couverts par le CPF.
Les frais de déplacement et les repas sont pris en charge par le Rectorat  sur la base de 20 journées de formation","Responsable : Yann Palu (yann.palu@u-picardie.fr)
Objectif : Préparer le concours de l'Agrégation interne de Mathématiques-session 20221.
Contenu :
Approfondissement des notions du programme officiel du concours : algèbre, analyse, probabilités, intégration et géométrie. Préparation des épreuves écrites et orales. Accès à la bibliothèque de l'UPJV avec possibilité d'emprunt d'ouvrages. Documents (cours, feuilles d'exercices, sujets de concours et corrigés) disponibles en ligne.
Organisation et calendrier :
La rentrée aura lieu le mercredi 9 septembre 2020. Les cours auront lieu, le mercredi de 9h à 17h, à l'UFR des sciences d'Amiens (Bâtiment des Minimes, salle M104). Il y aura en tout 20 semaines de préparation dans le cadre du PAF, 12 semaines de septembre à décembre 2021, et 8 semaines de janvier à mars 2022. Les écrits de l'agrégation interne de mathématiques ont lieu en","FLA","MAT","020","120"
"50210","21A0200013","Agrégation de Sciences physiques : Introduction à la Formation","L","A0","Apport d'informations, conseils méthodologiques et 
bibliographiques.","Connaître les épreuves du concours et la 
préparation académique.","N-1","PHY","020","6"
"50211","21A0200013","Agrégation interne de Sciences Physiques","L","A0","Organisation et calendrier:  Les cours auront lieu le mercredi à l'UFR des sciences d'Amiens, le matin de 9h à 12h15 et l'après-midi de 13h15 à 16h30. Premier cours le mercredi 4 septembre.  Il y aura en tout 20 semaines de préparation dans le cadre du PAF.  Réunion d'information avec les inspectrices en juin 2022.  Les séances de préparation à l'agrégation sont organisées dans le cadre des cours du Master 2ème année MEEF - Métiers de l'Enseignement, de l'Education et de la Formation. Les candidats qui le souhaitent pourront, en plus des 20 journées de formation au PAF,  suivre l'intégralité de la formation et valider le master. Double inscription au PAF et à l'ESPE. Les frais d'inscriptions sont pris en charge par le candidat (250euros) et peuvent être couverts par le CPF","Durée : 120 h
Libellé Sciences physiques : Agrégation interne session 2022
Objectif : Préparer le concours de l'Agrégation interne de Sciences physiques - session 2022
Responsable de la préparation : Christophe Bouloy (christophe.bouloy@u-picardie.fr )
Contenu 
Approfondissement des notions du programme officiel du concours. Préparation des épreuves écrites et orales avec 60 h de TP. Accès à la bibliothèque de l'UPJV avec possibilité d'emprunt d&#8217;ouvrages.","FLA","PHY","020","120"
"50212","21A0200014","Agrégation de SVT : Introduction à la Formation","L","A0","Actualisation des connaissances en SVT. 
Connaissance des programmes de collège, lycée, des 
approches pédagogiques et didactiques (démarche 
scientifique, expérimentale, objectifs 
d'apprentissage) indispensables pour réussir les 
épreuves du concours.","Connaître les épreuves du concours et la 
préparation académique.","N-1","SVT","020","6"
"50213","21A0200014","Agrégation interne de SVT","L","A0"," - pour la partie rectorat (60h): les enseignements concernant l'approche pédagogique et les travaux pratiques se dérouleront le mercredi dans les lycées et collèges de l'académie. 
- pour la partie UPJV (60h): les enseignements concernant l'approche théorique auront lieu le mercredi à l'UFR des sciences d'Amiens.  
Les séances de préparation à l'agrégation  sont organisées dans le cadre des cours du Master 2ème année MEEF - Métiers de l'Enseignement, de l'Education et de la Formation. Les candidats qui le souhaitent pourront, en plus des 20 journées de formation au PAF,  suivre l'intégralité de la formation et valider le master. 
Double inscription au PAF et à l'INSPE. Les frais d'inscriptions sont pris en charge par le candidat (243€) et peuvent être couverts par le CPF","Responsables de la préparation : Corinne Pau (corinne.pau-roblot@u-picardie.fr ), Bruno Ronnel (bruno.ronnel@ac-amiens.fr)
Objectif: Préparer le concours de l'Agrégation interne de Sciences de la Vie et de la Terre-session 2022
 
Contenu:  
Approfondissement des notions du programme officiel du concours de SVT. Préparation des épreuves écrites et orales. Accès à la bibliothèque de l&#8217;UPJV avec possibilité d'emprunt d&#8217;ouvrages. Documents (cours, feuilles d&#8217;exercices, sujets de concours et corrigés) disponibles en ligne. 
La formation est en co-formation entre l&#8217;UPJV et le rectorat et aura lieu les mercredis;
Il y aura en tout 20 semaines de préparation avec un début de cette formation en juin 2020.","FLA","SVT","020","120"
